src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate
flightstats,2011-12-15-AA-404-MIA-MCO,2011-12-15 6:45 AM,2011-12-15 6:41 AM,,2011-12-15 7:45 AM,2011-12-15 7:43 AM,
quicktrip,2011-12-15-AA-404-MIA-MCO,2011-12-15 6:45 AM,2011-12-15 6:41 AM,,2011-12-15 7:45 AM,2011-12-15 7:43 AM,
world-flight-tracker,2011-12-15-AA-404-MIA-MCO,2011-12-15 6:45 AM,2011-12-15 6:41 AM,,2011-12-15 7:45 AM,2011-12-15 7:43 AM,
flightview,2011-12-15-AA-404-MIA-MCO,6:45 AM- Dec 15,6:57 AM- Dec 15,Terminal E - E5,7:45 AM- Dec 15,7:37 AM- Dec 15,15
panynj,2011-12-15-AA-404-MIA-MCO,6:45 AM- Dec 15,6:57 AM- Dec 15,Terminal E - E5,7:45 AM- Dec 15,7:37 AM- Dec 15,15
gofox,2011-12-15-AA-404-MIA-MCO,6:45 AM- Dec 15,6:57 AM- Dec 15,,7:45 AM- Dec 15,7:37 AM- Dec 15,
foxbusiness,2011-12-15-AA-404-MIA-MCO,6:45 AM- Dec 15,6:57 AM- Dec 15,Terminal E - E5,7:45 AM- Dec 15,7:37 AM- Dec 15,15
allegiantair,2011-12-15-AA-404-MIA-MCO,6:45 AM- Dec 15,6:57 AM- Dec 15,Terminal E - E5,7:45 AM- Dec 15,7:37 AM- Dec 15,15
boston,2011-12-15-AA-404-MIA-MCO,6:45 AM- Dec 15,6:57 AM- Dec 15,,7:45 AM- Dec 15,7:37 AM- Dec 15,
travelocity,2011-12-15-AA-404-MIA-MCO,Dec 15 - 6:45am,Dec 15 - 6:41am,E5,Dec 15 - 7:45am,Dec 15 - 7:43am,15
orbitz,2011-12-15-AA-404-MIA-MCO,6:45aDec 15,6:41aDec 15, E5,7:45aDec 15,7:43aDec 15, 15
weather,2011-12-15-AA-404-MIA-MCO,2011-12-15 06:45 AM,2011-12-15 06:57 AM,,2011-12-15 07:45 AM,2011-12-15 07:37 AM,
mco,2011-12-15-AA-404-MIA-MCO,,,,2011-12-15 Thu  07:45,2011-12-15 Thu  07:41,15?
mytripandmore,2011-12-15-AA-404-MIA-MCO,6:45aDec 15,6:41aDec 15, E5,7:45aDec 15,7:43aDec 15, 15
flightarrival,2011-12-15-AA-404-MIA-MCO,2011-12-15 06:45 AM,2011-12-15 06:57 AM,,2011-12-15 07:45 AM,2011-12-15 07:37 AM,
ua,2011-12-15-UA-248-PHX-ORD,Thu- Dec 15 12:52 PM,Thu- Dec 15 12:52 PM            On Time,3,Thu- Dec 15 5:13 PM,Thu- Dec 15 5:08 PM,B7
airtravelcenter,2011-12-15-UA-248-PHX-ORD,,12/15/11 1:04 PM (-07:00),,,12/15/11 5:02 PM (-06:00),
myrateplan,2011-12-15-UA-248-PHX-ORD,,12/15/11 1:04 PM (-07:00),,,12/15/11 5:02 PM (-06:00),
helloflight,2011-12-15-UA-248-PHX-ORD,,12/15/11 1:04 PM (-07:00),,,12/15/11 5:02 PM (-06:00),
flytecomm,2011-12-15-UA-248-PHX-ORD,,12/15/11 1:04 PM (-07:00),,,12/15/11 5:02 PM (-06:00),
flights,2011-12-15-UA-248-PHX-ORD,2011-12-15 12:52 PM,,3,2011-12-15 05:13 PM,,B7
businesstravellogue,2011-12-15-UA-248-PHX-ORD,2011-12-15 12:52 PM,,3,2011-12-15 05:13 PM,,B7
flylouisville,2011-12-15-UA-248-PHX-ORD,2011-12-15 12:52 PM,,3,2011-12-15 05:13 PM,,B7
flightview,2011-12-15-UA-248-PHX-ORD,12:52 PMDec 15,,,5:08 PMDec 15,,
panynj,2011-12-15-UA-248-PHX-ORD,12:52 PMDec 15,,,5:08 PMDec 15,,
gofox,2011-12-15-UA-248-PHX-ORD,12:52 PMDec 15,,,5:08 PMDec 15,,
foxbusiness,2011-12-15-UA-248-PHX-ORD,12:52 PMDec 15,,,5:08 PMDec 15,,
allegiantair,2011-12-15-UA-248-PHX-ORD,12:52 PMDec 15,,,5:08 PMDec 15,,
boston,2011-12-15-UA-248-PHX-ORD,12:52 PMDec 15,,,4:50 PMDec 15,,
orbitz,2011-12-15-UA-248-PHX-ORD,12:52pDec 15,, 3,5:03pDec 15,, B7
mytripandmore,2011-12-15-UA-248-PHX-ORD,12:52pDec 15,, 3,5:03pDec 15,, B7
aa,2011-12-15-AA-3823-LAX-DEN,December 15- 2011               09:00 PM    ,December 15- 2011     , 44F,December 16- 2011               12:15 AM    ,December 16- 2011     , A49    
flightexplorer,2011-12-15-AA-3823-LAX-DEN,12/15/2011 9:00PM PST,,,12/16/2011 12:15AM MST,,
airtravelcenter,2011-12-15-AA-3823-LAX-DEN,,12/15/11 9:09 PM (-08:00),,,12/15/11 11:58 PM (-07:00),
myrateplan,2011-12-15-AA-3823-LAX-DEN,,12/15/11 9:09 PM (-08:00),,,12/15/11 11:58 PM (-07:00),
helloflight,2011-12-15-AA-3823-LAX-DEN,,12/15/11 9:09 PM (-08:00),,,12/15/11 11:58 PM (-07:00),
flytecomm,2011-12-15-AA-3823-LAX-DEN,,12/15/11 9:09 PM (-08:00),,,12/15/11 11:58 PM (-07:00),
flightaware,2011-12-15-AA-3823-LAX-DEN,2011-12-15 09:00PM PST,2011-12-15 09:08PM PST, 44J ,2011-12-15 11:55PM MST,2011-12-15 12:05AM MST, A49 
wunderground,2011-12-15-AA-3823-LAX-DEN,2011-12-15 09:00PM PST,2011-12-15 09:08PM PST, 44J ,2011-12-15 11:55PM MST,2011-12-15 12:05AM MST, A49 
flights,2011-12-15-AA-3823-LAX-DEN,09:00 PM  Thu 15-Dec-2011,,44,12:15 AM  Fri 16-Dec-2011,,A49
businesstravellogue,2011-12-15-AA-3823-LAX-DEN,09:00 PM  Thu 15-Dec-2011,,44,12:15 AM  Fri 16-Dec-2011,,A49
flylouisville,2011-12-15-AA-3823-LAX-DEN,09:00 PM  Thu 15-Dec-2011,,44,12:15 AM  Fri 16-Dec-2011,,A49
flightstats,2011-12-15-AA-3823-LAX-DEN,2011-12-15 9:00 PM,2011-12-15 9:00 PM (Estimated),,2011-12-15 12:15 AM,2011-12-15 12:15 AM (Estimated),
quicktrip,2011-12-15-AA-3823-LAX-DEN,2011-12-15 9:00 PM,2011-12-15 9:00 PM (Estimated),,2011-12-15 12:15 AM,2011-12-15 12:15 AM (Estimated),
world-flight-tracker,2011-12-15-AA-3823-LAX-DEN,2011-12-15 9:00 PM,2011-12-15 9:00 PM (Estimated),,2011-12-15 12:15 AM,2011-12-15 12:15 AM (Estimated),
flightview,2011-12-15-AA-3823-LAX-DEN,9:00 PM- Dec 15,,Terminal 4 - 44F,12:15 AM- Dec 16,,A49
panynj,2011-12-15-AA-3823-LAX-DEN,9:00 PM- Dec 15,,Terminal 4 - 44F,12:15 AM- Dec 16,,A49
gofox,2011-12-15-AA-3823-LAX-DEN,9:00 PM- Dec 15,,,12:15 AM- Dec 16,,
foxbusiness,2011-12-15-AA-3823-LAX-DEN,9:00 PM- Dec 15,,Terminal 4 - 44F,12:15 AM- Dec 16,,A49
allegiantair,2011-12-15-AA-3823-LAX-DEN,9:00 PM- Dec 15,,Terminal 4 - 44F,12:15 AM- Dec 16,,A49
boston,2011-12-15-AA-3823-LAX-DEN,9:00 PM- Dec 15,Not Available,,12:15 AM- Dec 16,Not Available,
travelocity,2011-12-15-AA-3823-LAX-DEN,Dec 15 - 9:00pm,Dec 15 - Not Available,44F/T4,Dec 16 - 12:15am,Dec 16 - Not Available,A49
orbitz,2011-12-15-AA-3823-LAX-DEN,9:00pDec 15,, 44F,12:15aDec 16,, A49
weather,2011-12-15-AA-3823-LAX-DEN,2011-12-15 09:00 PM,,,2011-12-15 12:15 AM,,
den,2011-12-15-AA-3823-LAX-DEN,,,,2011-12-15 12:15 AM,,A49
usatoday,2011-12-15-AA-3823-LAX-DEN,2011-12-15 9:00 PM,2011-12-15 9:00 PM (Estimated),,2011-12-15 12:15 AM,2011-12-15 12:15 AM (Estimated),
flightwise,2011-12-15-AA-3823-LAX-DEN,2011-12-15 09:00PM PST,2011-12-15 09:08PM PST, 44J ,2011-12-15 11:55PM MST,2011-12-15 12:05AM MST, A49 
aa,2011-12-15-AA-3979-CVG-ORD,December 15- 2011               07:30 AM    ,December 15- 2011               07:25 AM    , 5,December 15- 2011               08:00 AM    ,December 15- 2011               07:39 AM    , G11    
flightexplorer,2011-12-15-AA-3979-CVG-ORD,,12/15/2011 7:41AM EST,,,12/15/2011 7:34AM CST,
airtravelcenter,2011-12-15-AA-3979-CVG-ORD,,12/15/11 7:40 AM (-05:00),,,12/15/11 7:34 AM (-06:00),
myrateplan,2011-12-15-AA-3979-CVG-ORD,,12/15/11 7:40 AM (-05:00),,,12/15/11 7:34 AM (-06:00),
helloflight,2011-12-15-AA-3979-CVG-ORD,,12/15/11 7:40 AM (-05:00),,,12/15/11 7:34 AM (-06:00),
flytecomm,2011-12-15-AA-3979-CVG-ORD,,12/15/11 7:40 AM (-05:00),,,12/15/11 7:34 AM (-06:00),
flightaware,2011-12-15-AA-3979-CVG-ORD,2011-12-15 07:30AM EST,2011-12-15 07:40AM EST, 5 ,2011-12-15 07:47AM CST,2011-12-15 07:31AM CST, G11 
wunderground,2011-12-15-AA-3979-CVG-ORD,2011-12-15 07:30AM EST,2011-12-15 07:40AM EST, 5 ,2011-12-15 07:47AM CST,2011-12-15 07:31AM CST, G11 
flights,2011-12-15-AA-3979-CVG-ORD,07:30 AM  Thu 15-Dec-2011,07:25 AM  Thu 15-Dec-2011,5,08:00 AM  Thu 15-Dec-2011,07:39 AM  Thu 15-Dec-2011,G11
businesstravellogue,2011-12-15-AA-3979-CVG-ORD,07:30 AM  Thu 15-Dec-2011,07:25 AM  Thu 15-Dec-2011,5,08:00 AM  Thu 15-Dec-2011,07:39 AM  Thu 15-Dec-2011,G11
flylouisville,2011-12-15-AA-3979-CVG-ORD,07:30 AM  Thu 15-Dec-2011,07:25 AM  Thu 15-Dec-2011,5,08:00 AM  Thu 15-Dec-2011,07:39 AM  Thu 15-Dec-2011,G11
flightstats,2011-12-15-AA-3979-CVG-ORD,2011-12-15 7:30 AM,2011-12-15 7:25 AM,,2011-12-15 8:00 AM,2011-12-15 7:39 AM,
quicktrip,2011-12-15-AA-3979-CVG-ORD,2011-12-15 7:30 AM,2011-12-15 7:25 AM,,2011-12-15 8:00 AM,2011-12-15 7:39 AM,
world-flight-tracker,2011-12-15-AA-3979-CVG-ORD,2011-12-15 7:30 AM,2011-12-15 7:25 AM,,2011-12-15 8:00 AM,2011-12-15 7:39 AM,
flightview,2011-12-15-AA-3979-CVG-ORD,7:30 AM- Dec 15,7:41 AM- Dec 15,Terminal 2,8:00 AM- Dec 15,7:35 AM- Dec 15,G11
panynj,2011-12-15-AA-3979-CVG-ORD,7:30 AM- Dec 15,7:41 AM- Dec 15,Terminal 2,8:00 AM- Dec 15,7:35 AM- Dec 15,G11
gofox,2011-12-15-AA-3979-CVG-ORD,7:30 AM- Dec 15,7:41 AM- Dec 15,,8:00 AM- Dec 15,7:35 AM- Dec 15,
foxbusiness,2011-12-15-AA-3979-CVG-ORD,7:30 AM- Dec 15,7:41 AM- Dec 15,Terminal 2,8:00 AM- Dec 15,7:35 AM- Dec 15,G11
allegiantair,2011-12-15-AA-3979-CVG-ORD,7:30 AM- Dec 15,7:41 AM- Dec 15,Terminal 2,8:00 AM- Dec 15,7:35 AM- Dec 15,G11
boston,2011-12-15-AA-3979-CVG-ORD,7:30 AM- Dec 15,7:41 AM- Dec 15,,8:00 AM- Dec 15,7:35 AM- Dec 15,
travelocity,2011-12-15-AA-3979-CVG-ORD,Dec 15 - 7:30am,Dec 15 - 7:25am,5,Dec 15 - 8:00am,Dec 15 - 7:39am,G11/T3
orbitz,2011-12-15-AA-3979-CVG-ORD,7:30aDec 15,7:25aDec 15, 5,8:00aDec 15,7:39aDec 15, G11
weather,2011-12-15-AA-3979-CVG-ORD,2011-12-15 07:30 AM,,,2011-12-15 08:00 AM,,
ord,2011-12-15-AA-3979-CVG-ORD,2011-12-15 7:30 AM,,5,2011-12-15 8:00 AM,,G11
usatoday,2011-12-15-AA-3979-CVG-ORD,2011-12-15 07:30 AM,,,2011-12-15 08:00 AM,,
mytripandmore,2011-12-15-AA-3979-CVG-ORD,7:30aDec 15,7:25aDec 15, 5,8:00aDec 15,7:39aDec 15, G11
flightarrival,2011-12-15-AA-3979-CVG-ORD,7:30 AM- Dec 15,7:41 AM- Dec 15,,8:00 AM- Dec 15,7:35 AM- Dec 15,
aa,2011-12-15-AA-204-LAX-MCO,December 15- 2011               11:25 PM    ,December 15- 2011     , 46A,December 16- 2011               06:55 AM    ,December 16- 2011     , TBA    
flightexplorer,2011-12-15-AA-204-LAX-MCO,,12/14/2011 11:58PM PST,,,12/15/2011 7:11AM EST,
flightexplorer,2011-12-15-AA-204-LAX-MCO,12/15/2011 11:25PM PST,,,12/16/2011 6:55AM EST,,
airtravelcenter,2011-12-15-AA-204-LAX-MCO,,12/15/11 11:29 PM (-08:00),,,12/16/11 6:38 AM (-05:00),
myrateplan,2011-12-15-AA-204-LAX-MCO,,12/15/11 11:29 PM (-08:00),,,12/16/11 6:38 AM (-05:00),
helloflight,2011-12-15-AA-204-LAX-MCO,,12/15/11 11:29 PM (-08:00),,,12/16/11 6:38 AM (-05:00),
flytecomm,2011-12-15-AA-204-LAX-MCO,,12/15/11 11:29 PM (-08:00),,,12/16/11 6:38 AM (-05:00),
flightaware,2011-12-15-AA-204-LAX-MCO,2011-12-15 11:25PM PST,2011-12-15 11:58PM PST, 43 ,2011-12-15 06:52AM EST,2011-12-15 07:05AM EST, 14 
wunderground,2011-12-15-AA-204-LAX-MCO,2011-12-15 11:25PM PST,2011-12-15 11:58PM PST, 43 ,2011-12-15 06:52AM EST,2011-12-15 07:05AM EST, 14 
flights,2011-12-15-AA-204-LAX-MCO,11:25 PM  Thu 15-Dec-2011,,,06:55 AM  Fri 16-Dec-2011,,
businesstravellogue,2011-12-15-AA-204-LAX-MCO,11:25 PM  Thu 15-Dec-2011,,,06:55 AM  Fri 16-Dec-2011,,
flylouisville,2011-12-15-AA-204-LAX-MCO,11:25 PM  Thu 15-Dec-2011,,,06:55 AM  Fri 16-Dec-2011,,
flightstats,2011-12-15-AA-204-LAX-MCO,2011-12-15 11:25 PM,2011-12-15 11:25 PM (Estimated),,2011-12-15 6:55 AM,2011-12-15 6:55 AM (Estimated),
quicktrip,2011-12-15-AA-204-LAX-MCO,2011-12-15 11:25 PM,2011-12-15 11:25 PM (Estimated),,2011-12-15 6:55 AM,2011-12-15 6:55 AM (Estimated),
world-flight-tracker,2011-12-15-AA-204-LAX-MCO,2011-12-15 11:25 PM,2011-12-15 11:25 PM (Estimated),,2011-12-15 6:55 AM,2011-12-15 6:55 AM (Estimated),
flightview,2011-12-15-AA-204-LAX-MCO,11:25 PM- Dec 15,,Terminal 4 - 46A,6:55 AM- Dec 16,,TBA
panynj,2011-12-15-AA-204-LAX-MCO,11:25 PM- Dec 15,,Terminal 4 - 46A,6:55 AM- Dec 16,,TBA
gofox,2011-12-15-AA-204-LAX-MCO,11:25 PM- Dec 15,,,6:55 AM- Dec 16,,
foxbusiness,2011-12-15-AA-204-LAX-MCO,11:25 PM- Dec 15,,Terminal 4 - 46A,6:55 AM- Dec 16,,TBA
allegiantair,2011-12-15-AA-204-LAX-MCO,11:25 PM- Dec 15,,Terminal 4 - 46A,6:55 AM- Dec 16,,TBA
boston,2011-12-15-AA-204-LAX-MCO,11:25 PM- Dec 15,Not Available,,6:55 AM- Dec 16,Not Available,
travelocity,2011-12-15-AA-204-LAX-MCO,Dec 15 - 11:25pm,Dec 15 - Not Available,46A/T4,Dec 16 - 6:55am,Dec 16 - Not Available,TBA
orbitz,2011-12-15-AA-204-LAX-MCO,11:25pDec 15,, 46A,6:55aDec 16,, TBA
weather,2011-12-15-AA-204-LAX-MCO,2011-12-15 11:25 PM,2011-12-15 11:58 PM,,2011-12-15 06:55 AM,2011-12-15 07:14 AM,
mco,2011-12-15-AA-204-LAX-MCO,,,,2011-12-15 Thu  06:55,2011-12-15 Thu  07:06,14?
usatoday,2011-12-15-AA-204-LAX-MCO,11:25 PM- Dec 15,Not Available,,6:55 AM- Dec 16,Not Available,
flightwise,2011-12-15-AA-204-LAX-MCO,2011-12-15 11:25PM PST,2011-12-15 11:58PM PST, 43 ,2011-12-15 06:52AM EST,2011-12-15 07:05AM EST, 14 
ua,2011-12-15-UA-414-LAX-SFO,Thu- Dec 15 6:00 AM,Thu- Dec 15 5:54 AM,83,Thu- Dec 15 7:26 AM,Thu- Dec 15 7:46 AM,72
flightexplorer,2011-12-15-UA-414-LAX-SFO,,12/15/2011 6:06AM PST,,,12/15/2011 7:34AM PST,
airtravelcenter,2011-12-15-UA-414-LAX-SFO,,12/15/11 6:08 AM (-08:00),,,12/15/11 7:01 AM (-08:00),
myrateplan,2011-12-15-UA-414-LAX-SFO,,12/15/11 6:08 AM (-08:00),,,12/15/11 7:01 AM (-08:00),
helloflight,2011-12-15-UA-414-LAX-SFO,,12/15/11 6:08 AM (-08:00),,,12/15/11 7:01 AM (-08:00),
flytecomm,2011-12-15-UA-414-LAX-SFO,,12/15/11 6:08 AM (-08:00),,,12/15/11 7:01 AM (-08:00),
flights,2011-12-15-UA-414-LAX-SFO,,2011-12-15 05:54 AM,83,,2011-12-15 07:46 AM,72
businesstravellogue,2011-12-15-UA-414-LAX-SFO,,2011-12-15 05:54 AM,83,,2011-12-15 07:46 AM,72
flylouisville,2011-12-15-UA-414-LAX-SFO,,2011-12-15 05:54 AM,83,,2011-12-15 07:46 AM,72
flightstats,2011-12-15-UA-414-LAX-SFO,2011-12-15 6:00 AM,2011-12-15 5:54 AM,,2011-12-15 7:26 AM,2011-12-15 7:46 AM,
quicktrip,2011-12-15-UA-414-LAX-SFO,2011-12-15 6:00 AM,2011-12-15 5:54 AM,,2011-12-15 7:26 AM,2011-12-15 7:46 AM,
flightview,2011-12-15-UA-414-LAX-SFO,,6:08 AMDec 15,,,7:46 AMDec 15,
panynj,2011-12-15-UA-414-LAX-SFO,,6:08 AMDec 15,,,7:46 AMDec 15,
gofox,2011-12-15-UA-414-LAX-SFO,,6:08 AMDec 15,,,7:46 AMDec 15,
foxbusiness,2011-12-15-UA-414-LAX-SFO,,6:08 AMDec 15,,,7:46 AMDec 15,
allegiantair,2011-12-15-UA-414-LAX-SFO,,6:08 AMDec 15,,,7:46 AMDec 15,
boston,2011-12-15-UA-414-LAX-SFO,,6:08 AMDec 15,,,7:35 AMDec 15,
orbitz,2011-12-15-UA-414-LAX-SFO,6:13aDec 15,6:07aDec 15, -,7:26aDec 15,7:46aDec 15, -
weather,2011-12-15-UA-414-LAX-SFO,2011-12-15 06:00 AM,2011-12-15 06:08 AM,,2011-12-15 07:26 AM,2011-12-15 07:05 AM,
sfo,2011-12-15-UA-414-LAX-SFO,,,,2011-12-15 7:26 AM,,72
usatoday,2011-12-15-UA-414-LAX-SFO,2011-12-15 06:00 AM,2011-12-15 06:08 AM,,2011-12-15 07:26 AM,2011-12-15 07:05 AM,
mytripandmore,2011-12-15-UA-414-LAX-SFO,6:13aDec 15,6:07aDec 15, -,7:26aDec 15,7:46aDec 15, -
ua,2011-12-15-UA-3373-IAD-PHL,Thu- Dec 15 8:30 AM,Thu- Dec 15 8:41 AM,A4B,Thu- Dec 15 9:25 AM,Thu- Dec 15 9:38 AM,D7
flightexplorer,2011-12-15-UA-3373-IAD-PHL,,12/15/2011 8:59AM EST,,,12/15/2011 9:19AM EST,
airtravelcenter,2011-12-15-UA-3373-IAD-PHL,,12/15/11 8:59 AM (-05:00),,,12/15/11 9:19 AM (-05:00),
myrateplan,2011-12-15-UA-3373-IAD-PHL,,12/15/11 8:59 AM (-05:00),,,12/15/11 9:19 AM (-05:00),
helloflight,2011-12-15-UA-3373-IAD-PHL,,12/15/11 8:59 AM (-05:00),,,12/15/11 9:19 AM (-05:00),
flytecomm,2011-12-15-UA-3373-IAD-PHL,,12/15/11 8:59 AM (-05:00),,,12/15/11 9:19 AM (-05:00),
flights,2011-12-15-UA-3373-IAD-PHL,,2011-12-15 08:41 AM,A4,,2011-12-15 09:38 AM,D7
businesstravellogue,2011-12-15-UA-3373-IAD-PHL,,2011-12-15 08:41 AM,A4,,2011-12-15 09:38 AM,D7
flylouisville,2011-12-15-UA-3373-IAD-PHL,,2011-12-15 08:41 AM,A4,,2011-12-15 09:38 AM,D7
flightstats,2011-12-15-UA-3373-IAD-PHL,2011-12-15 8:30 AM,2011-12-15 8:41 AM,,2011-12-15 9:25 AM,2011-12-15 9:38 AM,
quicktrip,2011-12-15-UA-3373-IAD-PHL,2011-12-15 8:30 AM,2011-12-15 8:41 AM,,2011-12-15 9:25 AM,2011-12-15 9:38 AM,
flightview,2011-12-15-UA-3373-IAD-PHL,,8:59 AMDec 15,,,9:38 AMDec 15,
panynj,2011-12-15-UA-3373-IAD-PHL,,8:59 AMDec 15,,,9:38 AMDec 15,
gofox,2011-12-15-UA-3373-IAD-PHL,,8:59 AMDec 15,,,9:38 AMDec 15,
foxbusiness,2011-12-15-UA-3373-IAD-PHL,,8:59 AMDec 15,,,9:38 AMDec 15,
allegiantair,2011-12-15-UA-3373-IAD-PHL,,8:59 AMDec 15,,,9:38 AMDec 15,
boston,2011-12-15-UA-3373-IAD-PHL,,8:59 AMDec 15,,,9:35 AMDec 15,
travelocity,2011-12-15-UA-3373-IAD-PHL,Dec 15 - Not Available,Dec 15 - 8:57am,A4B,Dec 15 - Not Available,Dec 15 - 9:38am,CHK
orbitz,2011-12-15-UA-3373-IAD-PHL,8:30aDec 15,, -,9:25aDec 15,, -
weather,2011-12-15-UA-3373-IAD-PHL,2011-12-15 08:30 AM,,,2011-12-15 09:25 AM,,
phl,2011-12-15-UA-3373-IAD-PHL,,,,2011-12-15 9:25 AM,,D7
usatoday,2011-12-15-UA-3373-IAD-PHL,2011-12-15 8:30 AM,2011-12-15 8:41 AM,,2011-12-15 9:25 AM,2011-12-15 9:38 AM,
flightarrival,2011-12-15-UA-3373-IAD-PHL,2011-12-15 08:30 AM,,,2011-12-15 09:25 AM,,
ua,2011-12-15-UA-828-SFO-ORD,Thu- Dec 15 11:13 PM,Thu- Dec 15 11:13 PM            On Time,68,Fri- Dec 16 5:16 AM,Fri- Dec 16 5:16 AM,C29
flightexplorer,2011-12-15-UA-828-SFO-ORD,,12/14/2011 11:29PM PST,,,12/15/2011 5:03AM CST,
flightexplorer,2011-12-15-UA-828-SFO-ORD,12/15/2011 11:13PM PST,,,12/16/2011 5:16AM CST,,
airtravelcenter,2011-12-15-UA-828-SFO-ORD,,12/15/11 11:20 PM (-08:00),,,12/16/11 4:57 AM (-06:00),
myrateplan,2011-12-15-UA-828-SFO-ORD,,12/15/11 11:20 PM (-08:00),,,12/16/11 4:57 AM (-06:00),
helloflight,2011-12-15-UA-828-SFO-ORD,,12/15/11 11:20 PM (-08:00),,,12/16/11 4:57 AM (-06:00),
flytecomm,2011-12-15-UA-828-SFO-ORD,,12/15/11 11:20 PM (-08:00),,,12/16/11 4:57 AM (-06:00),
flightaware,2011-12-15-UA-828-SFO-ORD,2011-12-15 11:13PM PST,2011-12-15 11:30PM PST, 81 ,2011-12-15 05:07AM CST,2011-12-15 05:00AM CST, C24 
wunderground,2011-12-15-UA-828-SFO-ORD,2011-12-15 11:13PM PST,2011-12-15 11:30PM PST, 81 ,2011-12-15 05:07AM CST,2011-12-15 05:00AM CST, C24 
flights,2011-12-15-UA-828-SFO-ORD,2011-12-15 11:13 PM,,,2011-12-15 05:16 AM,,
businesstravellogue,2011-12-15-UA-828-SFO-ORD,2011-12-15 11:13 PM,,,2011-12-15 05:16 AM,,
flylouisville,2011-12-15-UA-828-SFO-ORD,2011-12-15 11:13 PM,,,2011-12-15 05:16 AM,,
flightstats,2011-12-15-UA-828-SFO-ORD,2011-12-15 11:13 PM,2011-12-15 11:20 PM (Estimated runway),,2011-12-15 5:16 AM,2011-12-15 4:57 AM (Estimated runway),
quicktrip,2011-12-15-UA-828-SFO-ORD,2011-12-15 11:13 PM,2011-12-15 11:20 PM (Estimated runway),,2011-12-15 5:16 AM,2011-12-15 4:57 AM (Estimated runway),
flightview,2011-12-15-UA-828-SFO-ORD,11:13 PMDec 15,,,5:16 AMDec 16,,
panynj,2011-12-15-UA-828-SFO-ORD,11:13 PMDec 15,,,5:16 AMDec 16,,
gofox,2011-12-15-UA-828-SFO-ORD,11:13 PMDec 15,,,5:16 AMDec 16,,
foxbusiness,2011-12-15-UA-828-SFO-ORD,11:13 PMDec 15,,,5:16 AMDec 16,,
allegiantair,2011-12-15-UA-828-SFO-ORD,11:13 PMDec 15,,,5:16 AMDec 16,,
boston,2011-12-15-UA-828-SFO-ORD,11:13 PMDec 15,,,5:16 AMDec 16,,
orbitz,2011-12-15-UA-828-SFO-ORD,11:13pDec 15,, 68,5:16aDec 16,, C29
usatoday,2011-12-15-UA-828-SFO-ORD,2011-12-15 11:13 PM,2011-12-15 11:20 PM (Estimated runway),,2011-12-15 5:16 AM,2011-12-15 4:57 AM (Estimated runway),
aa,2011-12-15-AA-3809-PHX-LAX,December 15- 2011               06:00 AM    ,December 15- 2011               06:49 AM    , 2,December 15- 2011               06:40 AM    ,December 15- 2011               07:11 AM    , 44E    
flightexplorer,2011-12-15-AA-3809-PHX-LAX,,12/15/2011 7:02AM MST,,,12/15/2011 7:06AM PST,
airtravelcenter,2011-12-15-AA-3809-PHX-LAX,,12/15/11 7:02 AM (-07:00),,,12/15/11 7:06 AM (-08:00),
myrateplan,2011-12-15-AA-3809-PHX-LAX,,12/15/11 7:02 AM (-07:00),,,12/15/11 7:06 AM (-08:00),
helloflight,2011-12-15-AA-3809-PHX-LAX,,12/15/11 7:02 AM (-07:00),,,12/15/11 7:06 AM (-08:00),
flytecomm,2011-12-15-AA-3809-PHX-LAX,,12/15/11 7:02 AM (-07:00),,,12/15/11 7:06 AM (-08:00),
flightaware,2011-12-15-AA-3809-PHX-LAX,2011-12-15 06:00AM MST,2011-12-15 07:02AM MST, 2 ,2011-12-15 06:14AM PST,2011-12-15 07:03AM PST, 44E 
wunderground,2011-12-15-AA-3809-PHX-LAX,2011-12-15 06:00AM MST,2011-12-15 07:02AM MST, 2 ,2011-12-15 06:14AM PST,2011-12-15 07:03AM PST, 44E 
flights,2011-12-15-AA-3809-PHX-LAX,06:00 AM  Thu 15-Dec-2011,06:49 AM  Thu 15-Dec-2011,2,06:40 AM  Thu 15-Dec-2011,07:11 AM  Thu 15-Dec-2011,44E
businesstravellogue,2011-12-15-AA-3809-PHX-LAX,06:00 AM  Thu 15-Dec-2011,06:49 AM  Thu 15-Dec-2011,2,06:40 AM  Thu 15-Dec-2011,07:11 AM  Thu 15-Dec-2011,44E
flylouisville,2011-12-15-AA-3809-PHX-LAX,06:00 AM  Thu 15-Dec-2011,06:49 AM  Thu 15-Dec-2011,2,06:40 AM  Thu 15-Dec-2011,07:11 AM  Thu 15-Dec-2011,44E
flightstats,2011-12-15-AA-3809-PHX-LAX,2011-12-15 6:00 AM,2011-12-15 6:49 AM,,2011-12-15 6:40 AM,2011-12-15 7:11 AM,
quicktrip,2011-12-15-AA-3809-PHX-LAX,2011-12-15 6:00 AM,2011-12-15 6:49 AM,,2011-12-15 6:40 AM,2011-12-15 7:11 AM,
world-flight-tracker,2011-12-15-AA-3809-PHX-LAX,2011-12-15 6:00 AM,2011-12-15 6:49 AM,,2011-12-15 6:40 AM,2011-12-15 7:11 AM,
